AGE,EDUC,MARRIED,KIDS,OCCAT1,OCCAT2,INCOME,WAGEINC,YESFINRISK,NOFINRISK,SAVING,HSTOCKS,HBROK,HOUSECL,NETWORTH,RiskTolerance
53,14.0,1,0,2,1,958788.14309,161593.50726,0,1,5317.862166,0,1,1,31159481.575,0.9957081545063963
53,14.0,1,0,2,1,959865.43313,161593.50726,0,1,5317.862166,0,1,1,31382831.786,0.9957081545063963
53,14.0,1,0,2,1,959865.43313,161593.50726,0,1,5317.862166,0,1,1,31373259.634,0.9957081545063963
53,14.0,1,0,2,1,958788.14309,161593.50726,0,1,5317.862166,0,1,1,24226052.883,0.9957081545063963
53,14.0,1,0,2,1,958788.14309,161593.50726,0,1,5317.862166,0,1,1,10986809.592,0.9957081545063963
75,13.0,1,0,3,4,108806.29489,0.0,0,0,38501.322082,1,1,1,3057238.9592,0.9509116409543736
75,13.0,1,0,3,4,106651.71479,0.0,0,0,38501.322082,1,1,1,3059366.1041,0.9509116409543736
75,13.0,1,0,3,4,107729.00484,0.0,0,0,38501.322082,1,1,1,3067874.6835,0.9511854951183827
75,13.0,1,0,3,4,107729.00484,0.0,0,0,38501.322082,1,1,1,3066704.7539,0.9512385628204733
75,13.0,1,0,3,4,107729.00484,0.0,0,0,38394.964838,1,1,1,3067768.3263,0.9512385628204733
55,12.0,1,0,3,4,3285734.6477,0.0,0,0,0.0,1,1,1,187268303.46,0.7185112447020519
55,12.0,1,0,3,4,3565830.0602,0.0,0,0,0.0,1,1,1,192276027.9,0.7313692304164864
55,12.0,1,0,3,4,3511965.5578,0.0,0,0,0.0,1,1,1,182755459.27,0.7050548283798511
55,12.0,1,0,3,4,3662786.1646,0.0,0,0,0.0,1,1,1,193788534.26,0.7324650220915838
55,12.0,1,0,3,4,3792060.9704,0.0,0,0,0.0,1,1,1,180623634.68,0.7094270333478471
51,10.0,1,3,2,2,188525.75847,172366.40775,0,0,53178.62166,1,1,1,4222488.917,0.7597684515218113
51,10.0,1,3,2,2,187448.46842,172366.40775,0,0,53178.62166,1,1,1,4222488.917,0.7597684515218113
51,10.0,1,3,2,2,187448.46842,172366.40775,0,0,53178.62166,1,1,1,4222488.917,0.7597684515218113
51,10.0,1,3,2,2,197144.07886,172366.40775,0,0,53178.62166,1,1,1,4222488.917,0.7597684515218113
51,10.0,1,3,2,2,197144.07886,172366.40775,0,0,53178.62166,1,1,1,4222488.917,0.7597684515218113
78,13.0,1,0,2,1,39525771.876,1023425.546,1,0,1754894.5148,0,1,1,297657762.59,0.9761794567709065
78,13.0,1,0,2,1,37371191.779,1152700.3518,1,0,1499637.1308,0,1,1,305237736.96,0.977885304919221
78,13.0,1,0,2,1,35270476.185,965251.88338,1,0,1754894.5148,0,1,1,260456232.38,0.9761388286334793
78,13.0,1,0,2,1,38965581.051,1098835.8494,1,0,1489001.4065,0,1,1,248318424.7,0.9760421059201704
78,13.0,1,0,2,1,40107508.502,1077290.0484,1,0,1499637.1308,0,1,1,248118473.08,0.9759887557089202
44,13.0,2,0,1,1,42014.311888,37705.151694,0,0,1595.3586498,0,0,1,246004.3038,0.39999999999999997
44,13.0,2,0,1,1,42014.311888,37705.151694,0,0,1595.3586498,0,0,1,246110.66104,0.39999999999999997
44,13.0,2,0,1,1,42014.311888,37705.151694,0,0,1595.3586498,0,0,1,246004.3038,0.39999999999999997
44,13.0,2,0,1,1,42014.311888,37705.151694,0,0,1595.3586498,0,0,1,246110.66104,0.39999999999999997
44,13.0,2,0,1,1,42014.311888,37705.151694,0,0,1595.3586498,0,0,1,246110.66104,0.39999999999999997
46,11.0,1,0,1,2,91569.654115,87260.493921,0,0,7625.814346,1,0,1,109781.94655,0.2780191138124423
46,11.0,1,0,1,2,92646.944163,87260.493921,0,0,7625.814346,1,0,1,109686.22504,0.2804557405768078
46,11.0,1,0,1,2,91569.654115,87260.493921,0,0,7625.814346,1,0,1,109516.05345,0.2740937223691067
46,11.0,1,0,1,2,91569.654115,87260.493921,0,0,7625.814346,1,0,1,109569.23207,0.2780191138124423
46,11.0,1,0,1,2,92646.944163,87260.493921,0,0,7625.814346,1,0,1,108378.03094,0.2740937223691067
55,13.0,1,1,1,1,119579.19537,87260.493921,0,0,42755.611814,1,1,1,867236.96203,0.026490066225363495
55,13.0,1,1,1,1,119579.19537,87260.493921,0,0,42755.611814,1,1,1,866173.38959,0.026490066225363495
55,13.0,1,1,1,1,119579.19537,88337.78397,0,0,42755.611814,1,1,1,865109.81716,0.026490066225363495
55,13.0,1,1,1,1,120656.48542,88337.78397,0,0,42755.611814,1,1,1,866173.38959,0.026490066225363495
55,13.0,1,1,1,1,119579.19537,87260.493921,0,0,42755.611814,1,1,1,866173.38959,0.026490066225363495
32,8.0,1,2,1,2,102342.5546,96956.104357,1,0,0.0,1,1,1,767899.29677,0.5036630036623098
32,8.0,1,2,1,2,102342.5546,96956.104357,1,0,0.0,1,1,1,767899.29677,0.5036630036623098
32,8.0,1,2,1,2,102342.5546,96956.104357,1,0,0.0,1,1,1,768962.8692,0.5027422303494232
32,8.0,1,2,1,2,104497.1347,96956.104357,1,0,0.0,1,1,1,753009.2827,0.5178907721291607
32,8.0,1,2,1,2,105574.42474,96956.104357,1,0,0.0,1,1,1,758327.14487,0.5130597014900173
60,12.0,1,0,1,2,1303520.9586,0.0,0,0,2127.1448664,1,1,1,3272612.3769,0.10086455331505026
60,12.0,1,0,1,2,1314293.8591,0.0,0,0,2127.1448664,1,1,1,3026927.1449,0.12544802867501884
60,12.0,1,0,1,2,1303520.9586,0.0,0,0,2127.1448664,1,1,1,3241768.7764,0.05766062602968977
60,12.0,1,0,1,2,1314293.8591,0.0,0,0,2127.1448664,1,1,1,3333236.0056,0.06469500924317859
60,12.0,1,0,1,2,1314293.8591,0.0,0,0,2127.1448664,1,1,1,2946095.6399,0.1070336391444695
49,12.0,1,2,1,1,198221.36891,197144.07886,0,0,37012.320675,0,0,1,1366318.3263,0.21621621621168644
49,12.0,1,2,1,1,198221.36891,197144.07886,0,0,35948.748242,0,0,1,1366318.3263,0.21621621621168644
49,12.0,1,2,1,1,198221.36891,197144.07886,0,0,37012.320675,0,0,1,1365254.7539,0.21621621621168644
49,12.0,1,2,1,1,198221.36891,197144.07886,0,0,37012.320675,0,0,1,1366318.3263,0.21621621621168644
49,12.0,1,2,1,1,198221.36891,197144.07886,0,0,35948.748242,0,0,1,1364297.5387,0.21884498479737405
58,14.0,1,0,2,1,750871.16374,323187.01452,0,0,0.0,0,0,1,12861781.435,0.6535947712402235
58,14.0,1,0,2,1,750871.16374,323187.01452,0,0,0.0,0,0,1,12307660.197,0.6493506493538209
58,14.0,1,0,2,1,750871.16374,323187.01452,0,0,0.0,0,0,1,11546142.335,0.6570302233944971
58,14.0,1,0,2,1,750871.16374,323187.01452,0,0,0.0,0,0,1,11490836.568,0.6501950585181913
58,14.0,1,0,2,1,750871.16374,323187.01452,0,0,0.0,0,0,1,12644812.658,0.6570302233944971
47,12.0,1,2,2,2,2025305.291,401829.18806,0,0,0.0,0,0,1,9439311.7018,0.43066322136270935
47,12.0,1,2,2,2,2025305.291,401829.18806,0,0,0.0,0,0,1,9429739.5499,0.43066322136270935
47,12.0,1,2,2,2,2025305.291,401829.18806,0,0,0.0,0,0,1,9428675.9775,0.43066322136270935
47,12.0,1,2,2,2,2025305.291,401829.18806,0,0,0.0,0,0,1,10928313.108,0.43066322136270935
47,12.0,1,2,2,2,2025305.291,401829.18806,0,0,0.0,0,0,1,12235549.986,0.43066322136270935
34,13.0,1,2,1,1,129274.80581,129274.80581,0,0,12762.869198,1,1,1,329813.81153,0.6428571428571428
34,13.0,1,2,1,1,129274.80581,129274.80581,0,0,12762.869198,1,1,1,344703.8256,0.5421686746963384
34,13.0,1,2,1,1,129274.80581,129274.80581,0,0,12762.869198,1,1,1,330877.38397,0.624999999995103
34,13.0,1,2,1,1,129274.80581,129274.80581,0,0,12762.869198,1,1,1,329813.81153,0.6428571428571428
34,13.0,1,2,1,1,129274.80581,129274.80581,0,0,12762.869198,1,1,1,338322.391,0.5769230769202952
79,13.0,1,0,2,1,2226219.885,0.0,0,0,0.0,1,1,1,85943895.53,0.8217602103712996
79,13.0,1,0,2,1,1944939.4534,0.0,0,0,0.0,1,1,1,92326063.994,0.7993285640061506
79,13.0,1,0,2,1,2269096.029,0.0,0,0,0.0,1,1,1,90006412.518,0.815693951630312
79,13.0,1,0,2,1,2311218.0699,0.0,0,0,0.0,1,1,1,93437497.187,0.8083747625399503
79,13.0,1,0,2,1,2235915.4955,0.0,0,0,0.0,1,1,1,89329980.45,0.8087997411862232
63,12.0,1,0,3,4,323187.01452,193912.20871,0,0,148900.14065,1,1,1,20911535.752,0.9641657334825962
63,12.0,1,0,3,4,323187.01452,193912.20871,0,0,148900.14065,1,1,1,20592357.665,0.9641657334825962
63,12.0,1,0,3,4,323187.01452,193912.20871,0,0,148900.14065,1,1,1,20755190.605,0.9641657334825962
63,12.0,1,0,3,4,323187.01452,193912.20871,0,0,148900.14065,1,1,1,20589273.305,0.9641657334825962
63,12.0,1,0,3,4,323187.01452,193912.20871,0,0,148900.14065,1,1,1,20799860.647,0.9641657334825962
74,10.0,2,0,3,4,37705.151694,0.0,0,1,0.0,1,0,1,270253.75527,0.23904382469940436
74,10.0,2,0,3,4,37705.151694,0.0,0,1,0.0,1,0,1,188358.67792,0.23904382469940436
74,10.0,2,0,3,4,37705.151694,0.0,0,1,0.0,1,0,1,231965.14768,0.23904382469940436
74,10.0,2,0,3,4,37705.151694,0.0,0,1,0.0,1,0,1,303224.5007,0.23904382469940436
74,10.0,2,0,3,4,37705.151694,0.0,0,1,0.0,1,0,1,267063.03797,0.23904382469940436
61,13.0,1,1,2,1,1035275.7365,285481.86283,0,0,733864.9789,0,0,1,5548657.384,0.28370786517078966
61,13.0,1,1,2,1,1032043.8664,285481.86283,0,0,733864.9789,0,0,1,5551848.1013,0.28370786517078966
61,13.0,1,1,2,1,788576.31544,285481.86283,0,0,733864.9789,0,0,1,5550784.5288,0.28370786517078966
61,13.0,1,1,2,1,940474.21226,285481.86283,0,0,733864.9789,0,0,1,5548657.384,0.28370786517078966
61,13.0,1,1,2,1,991106.84454,285481.86283,0,0,733864.9789,0,0,1,5549720.9564,0.28370786517078966
61,12.0,1,2,2,1,23560333.359,455693.69048,0,0,594536.99015,1,0,1,163294636.32,0.8969605419762464
61,12.0,1,2,2,1,20231507.109,409370.2184,0,0,713657.10267,1,0,1,174884491.48,0.8944294903974747
61,12.0,1,2,2,1,21017928.844,424452.27907,0,0,584964.83826,1,0,1,172717888.07,0.8975471611925219
61,12.0,1,2,2,1,23344875.349,484780.52178,0,0,598791.27989,1,0,1,170290815.78,0.9015892420542765
61,12.0,1,2,2,1,22590772.315,412602.08854,0,0,597727.70745,1,0,1,172962509.73,0.9102733686071027
48,12.0,1,2,1,1,233771.9405,215458.00968,0,0,42542.897328,1,0,1,998694.51477,0.41474654378237596
48,12.0,1,2,1,1,233771.9405,215458.00968,0,0,42542.897328,1,0,1,999758.0872,0.41474654378237596
48,12.0,1,2,1,1,233771.9405,215458.00968,0,0,42542.897328,1,0,1,999758.0872,0.41474654378237596
48,12.0,1,2,1,1,233771.9405,215458.00968,0,0,42542.897328,1,0,1,999758.0872,0.41474654378237596
48,12.0,1,2,1,1,233771.9405,215458.00968,0,0,42542.897328,1,0,1,998694.51477,0.41474654378237596
76,12.0,1,0,2,1,11031450.096,0.0,0,0,0.0,1,1,1,123701769.85,0.7188755020058009
76,12.0,1,0,2,1,9630973.0328,0.0,0,0,0.0,1,1,1,128191002.73,0.7383330690743517
76,12.0,1,0,2,1,9437060.8241,0.0,0,0,0.0,1,1,1,138848636.65,0.7194597244153335
76,12.0,1,0,2,1,9706383.3362,0.0,0,0,0.0,1,1,1,123405990.35,0.7395993836657948
76,12.0,1,0,2,1,10341984.465,0.0,0,0,0.0,1,1,1,123705173.28,0.7343775405110377
59,13.0,1,0,1,1,5170992.2324,700238.53147,0,0,0.0,1,1,1,124506681.46,0.9946803023828836
59,13.0,1,0,1,1,6582242.1958,814431.2766,0,0,0.0,1,1,1,126317945.32,0.9947043248013677
59,13.0,1,0,1,1,6129780.3755,729325.36277,0,0,0.0,1,1,1,123610940.76,0.9935675699544947
59,13.0,1,0,1,1,7821125.7515,877991.38945,0,0,0.0,1,1,1,117245247.03,0.993193252441542
59,13.0,1,0,1,1,5170992.2324,729325.36277,0,0,0.0,1,1,1,124591554.54,0.9940803635494824
56,14.0,1,0,2,1,11246908.105,2693225.121,0,0,0.0,1,1,1,52425825.091,0.9774580599102343
56,14.0,1,0,2,1,13272213.396,3231870.1452,0,0,0.0,1,1,1,52610886.695,0.9784813257480461
56,14.0,1,0,2,1,13013663.785,2800954.1259,0,0,0.0,1,1,1,52490596.653,0.9752317619543909
56,14.0,1,0,2,1,12798205.775,3231870.1452,0,0,0.0,1,1,1,53325394.655,0.9769714270028717
56,14.0,1,0,2,1,11925600.836,2693225.121,0,0,0.0,1,1,1,53551722.869,0.9774617728607355
66,13.0,1,0,2,2,991106.84454,0.0,0,0,0.0,1,1,1,27807420.338,0.8
66,13.0,1,0,2,2,1027734.7062,0.0,0,0,0.0,1,1,1,27816992.489,0.8
66,13.0,1,0,2,2,969561.04357,0.0,0,0,0.0,1,1,1,23754145.795,0.8
66,13.0,1,0,2,2,992184.13459,0.0,0,0,0.0,1,1,1,24807082.504,0.8
66,13.0,1,0,2,2,1051435.0872,0.0,0,0,0.0,1,1,1,27828691.786,0.8
55,13.0,1,0,1,1,4977080.0237,3770515.1694,0,0,6378243.8819,1,1,1,35303585.204,0.7705424361341491
55,13.0,1,0,1,1,4179885.3878,4169112.4873,0,0,5530576.6526,1,1,1,34244373.418,0.7914262159917331
55,13.0,1,0,1,1,5041717.4266,3770515.1694,0,0,5531640.225,1,1,1,34279471.308,0.7920759334555688
55,13.0,1,0,1,1,4406116.298,3727423.5675,0,0,6376116.737,1,1,1,35003870.492,0.768737988464844
55,13.0,1,0,1,1,5117127.7299,3727423.5675,0,0,6380371.0267,1,1,1,34863478.931,0.7728548839889059
49,12.0,2,0,1,1,143818.22146,54941.792469,0,0,0.0,1,1,1,4179839.6624,0.9929453262786175
49,12.0,2,0,1,1,143818.22146,54941.792469,0,0,0.0,1,1,1,4178776.09,0.9929453262786175
49,12.0,2,0,1,1,143818.22146,54941.792469,0,0,0.0,1,1,1,4178776.09,0.9929453262786175
49,12.0,2,0,1,1,143818.22146,54941.792469,0,0,0.0,1,1,1,4178776.09,0.9929453262786175
49,12.0,2,0,1,1,143818.22146,54941.792469,0,0,0.0,1,1,1,4178776.09,0.9929453262786175
55,8.0,1,1,2,1,289791.02302,284404.57278,0,0,611554.14909,1,0,1,10625514.037,0.031682027649317206
55,8.0,1,1,2,1,287636.44293,284404.57278,0,0,611554.14909,1,0,1,10348985.204,0.031682027649317206
55,8.0,1,1,2,1,287636.44293,284404.57278,0,0,611554.14909,1,0,1,10626152.18,0.031654676258537316
55,8.0,1,1,2,1,291945.60312,284404.57278,0,0,611554.14909,1,0,1,10476613.896,0.031682027649317206
55,8.0,1,1,2,1,287636.44293,284404.57278,0,0,611554.14909,1,0,1,10370894.796,0.031654676258537316
30,9.0,1,1,2,1,120656.48542,53864.502421,0,0,0.0,1,1,2,282059.40928,0.08759124087340768
30,9.0,1,1,2,1,120656.48542,53864.502421,0,0,0.0,1,1,2,282059.40928,0.08759124087340768
30,9.0,1,1,2,1,120656.48542,53864.502421,0,0,0.0,1,1,2,282059.40928,0.08759124087340768
30,9.0,1,1,2,1,120656.48542,53864.502421,0,0,0.0,1,1,2,282059.40928,0.08759124087340768
30,9.0,1,1,2,1,120656.48542,53864.502421,0,0,0.0,1,1,2,282059.40928,0.08759124087340768
68,13.0,1,1,3,4,2488540.0118,0.0,0,0,0.0,1,1,1,34414651.364,0.9422171073759386
68,13.0,1,1,3,4,1777528.5799,0.0,0,0,0.0,1,1,1,32251345.035,0.9334340506872262
68,13.0,1,1,3,4,2025305.291,0.0,0,0,0.0,1,1,1,31764228.861,0.9259703744339959
68,13.0,1,1,3,4,1615935.0726,0.0,0,0,0.0,1,1,1,32076919.156,0.9233690636757792
68,13.0,1,1,3,4,3102595.3394,0.0,0,0,0.0,1,1,1,36780036.456,0.94639554082368
50,12.0,1,2,1,1,298409.34341,271477.0922,0,0,63814.345992,1,0,1,1154082.4473,0.8185538881318086
50,12.0,1,2,1,1,298409.34341,271477.0922,0,0,63814.345992,1,0,1,1115900.1969,0.8185538881318086
50,12.0,1,2,1,1,298409.34341,271477.0922,0,0,63814.345992,1,0,1,1182905.2602,0.8185538881318086
50,12.0,1,2,1,1,298409.34341,271477.0922,0,0,63814.345992,1,0,1,1116857.4121,0.8185538881318086
50,12.0,1,2,1,1,298409.34341,271477.0922,0,0,63814.345992,1,0,1,1122281.6315,0.8185538881318086
72,14.0,1,0,1,1,567085.48148,435225.17956,0,0,255257.38397,0,1,1,6919602.2504,0.5507868383428342
72,14.0,1,0,1,1,568162.77153,435225.17956,0,0,255257.38397,0,1,1,7028086.6385,0.5507868383428342
72,14.0,1,0,1,1,567085.48148,435225.17956,0,0,255257.38397,0,1,1,6951509.4233,0.5507868383428342
72,14.0,1,0,1,1,569240.06158,435225.17956,0,0,255257.38397,0,1,1,6939810.1266,0.5507868383428342
72,14.0,1,0,1,1,568162.77153,435225.17956,0,0,255257.38397,0,1,1,7011069.4796,0.5507868383428342
52,12.0,1,2,1,1,781035.2851,754103.03389,0,0,0.0,1,1,1,11362676.09,0.9717314487635738
52,12.0,1,2,1,1,781035.2851,754103.03389,0,0,0.0,1,1,1,11361612.518,0.9717314487635738
52,12.0,1,2,1,1,781035.2851,754103.03389,0,0,0.0,1,1,1,11360548.945,0.9717314487635738
52,12.0,1,2,1,1,781035.2851,754103.03389,0,0,0.0,1,1,1,11361612.518,0.9717314487635738
52,12.0,1,2,1,1,781035.2851,754103.03389,0,0,0.0,1,1,1,11361612.518,0.9717314487635738
88,14.0,1,0,3,4,804735.66616,0.0,0,0,0.0,0,1,1,14226344.866,0.81655773420527
88,14.0,1,0,3,4,772416.96471,0.0,0,0,0.0,0,1,1,13956197.468,0.8102221263745503
88,14.0,1,0,3,4,804735.66616,0.0,0,0,0.0,0,1,1,10545320.675,0.6639004149377269
88,14.0,1,0,3,4,781035.2851,0.0,0,0,0.0,0,1,1,13327626.16,0.7896422851059163
88,14.0,1,0,3,4,739020.97321,0.0,0,0,0.0,0,1,1,12108772.152,0.6862068965576494
46,10.0,1,0,1,3,62482.822808,62482.822808,0,0,638.14345992,1,0,1,120290.04219,0.9009009009024271
46,10.0,1,0,1,3,62482.822808,62482.822808,0,0,638.14345992,1,0,1,120290.04219,0.9009009009024271
46,10.0,1,0,1,3,62482.822808,62482.822808,0,0,638.14345992,1,0,1,120290.04219,0.9009009009024271
46,10.0,1,0,1,3,62482.822808,62482.822808,0,0,638.14345992,1,0,1,120290.04219,0.9009009009024271
46,10.0,1,0,1,3,62482.822808,62482.822808,0,0,638.14345992,1,0,1,120290.04219,0.9009009009024271
62,12.0,1,0,3,4,598973.26692,53864.502421,0,0,8508.5794655,0,1,1,8152548.5935,0.7975188303098352
62,12.0,1,0,3,4,595741.39677,53864.502421,0,0,8508.5794655,0,1,1,8149357.8762,0.7975188303098352
62,12.0,1,0,3,4,597895.97687,53864.502421,0,0,8508.5794655,0,1,1,8152548.5935,0.7975188303098352
62,12.0,1,0,3,4,592509.52663,53864.502421,0,0,8508.5794655,0,1,1,8023856.3291,0.7975188303098352
62,12.0,1,0,3,4,601127.84701,53864.502421,0,0,8508.5794655,0,1,1,8121704.993,0.7975188303098352
47,13.0,1,2,1,1,420143.11888,293022.89317,0,0,22654.092827,1,0,1,1488895.0492,0.370370370368853
47,13.0,1,2,1,1,389978.99752,272554.38225,0,0,20101.518987,1,0,1,1348503.488,0.34693877550785446
47,13.0,1,2,1,1,415833.95869,277940.83249,0,0,20952.376934,1,0,1,1366052.4332,0.35196687370205443
47,13.0,1,2,1,1,377051.51694,285481.86283,0,0,15528.157525,1,0,1,1247676.8214,0.3696098562572439
47,13.0,1,2,1,1,379206.09704,289791.02302,0,0,23930.379747,1,0,1,1361798.1435,0.3773584905700544
47,13.0,1,4,2,1,1292748.0581,215458.00968,0,0,154218.00281,0,1,1,6339157.5949,0.8179959100177672
47,13.0,1,4,2,1,1314293.8591,215458.00968,0,0,154218.00281,0,1,1,6232800.3516,0.7939133311272679
47,13.0,1,4,2,1,1314293.8591,215458.00968,0,0,154218.00281,0,1,1,6338094.0225,0.8179959100177672
47,13.0,1,4,2,1,1303520.9586,215458.00968,0,0,154218.00281,0,1,1,6126443.1083,0.7624857033922305
47,13.0,1,4,2,1,1303520.9586,215458.00968,0,0,154218.00281,0,1,1,6163668.1435,0.7745204487861347
65,8.0,1,0,3,4,21545.800968,16159.350726,0,0,56369.338959,1,0,1,333536.31505,0.09409866917582808
65,8.0,1,0,3,4,33395.991501,12927.480581,0,0,16538.551336,1,1,1,353637.83404,0.19559264571678003
65,8.0,1,0,3,4,65714.692953,14004.770629,0,0,12869.226442,1,0,1,311584.18003,0.2885482416603603
65,8.0,1,0,3,4,22623.091017,15082.060678,0,0,20952.376934,1,1,1,402679.15893,0.16417910447687883
65,8.0,1,0,3,4,33395.991501,16159.350726,0,0,84022.222222,1,0,1,475214.79887,0.07458975634031063
78,9.0,1,0,3,4,90492.364066,0.0,0,1,0.0,1,1,1,1145786.5823,0.5209513023792327
78,9.0,1,0,3,4,89415.074018,0.0,0,1,0.0,1,1,1,992632.1519,0.5209513023792327
78,9.0,1,0,3,4,90492.364066,0.0,0,1,0.0,1,1,1,1465921.8847,0.5209513023792327
78,9.0,1,0,3,4,90492.364066,0.0,0,1,0.0,1,1,1,1518036.9339,0.5209513023792327
78,9.0,1,0,3,4,90492.364066,0.0,0,1,0.0,1,1,1,1001140.7314,0.5209513023792327
68,14.0,1,0,2,1,7067022.7176,3652013.2641,1,0,0.0,0,0,1,56216503.601,0.9149668874163432
68,14.0,1,0,2,1,7444074.2345,3770515.1694,1,0,0.0,0,0,1,57243914.571,0.9195318805461243
68,14.0,1,0,2,1,7142433.021,3641240.3636,1,0,0.0,0,0,1,56307119.972,0.9097539543061285
68,14.0,1,0,2,1,7390209.7321,3555057.1598,1,0,0.0,0,0,1,56902826.892,0.8997045019959117
68,14.0,1,0,2,1,6851564.7079,3716650.667,1,0,0.0,0,0,1,56035802.644,0.9154655584083591
45,9.0,1,2,1,2,156207.05702,156207.05702,0,0,904.03656821,1,0,1,151186.82138,0.3165467625862296
45,9.0,1,2,1,2,137893.1262,137893.1262,0,0,935.94374121,1,0,1,53901.850914,0.33029612756464266
45,9.0,1,2,1,2,134661.25605,135738.5461,0,0,818.95077356,1,0,1,146422.01688,0.4579025110795789
45,9.0,1,2,1,2,187448.46842,187448.46842,0,0,893.40084388,1,0,1,167980.6301,0.347003154572729
45,9.0,1,2,1,2,158361.63712,158361.63712,0,0,935.94374121,1,0,1,66558.362869,0.39379474940173465
57,14.0,1,1,1,1,74333.01334,74333.01334,0,1,0.0,1,0,1,90350.4782,0.9828009828012099
57,14.0,1,1,1,1,74333.01334,74333.01334,0,1,0.0,1,0,1,88170.154712,0.9828009828012099
57,14.0,1,1,1,1,74333.01334,74333.01334,0,1,0.0,1,0,1,89542.16315,0.9828009828012099
57,14.0,1,1,1,1,74333.01334,74333.01334,0,1,0.0,1,0,1,89435.805907,0.9828009828012099
57,14.0,1,1,1,1,74333.01334,74333.01334,0,1,0.0,1,0,1,89180.548523,0.9828009828012099
53,13.0,1,2,4,4,325341.59462,193912.20871,0,0,0.0,1,1,1,4038916.315,0.9803921568627451
53,13.0,1,2,4,4,0.0,193912.20871,0,0,0.0,1,1,1,4016581.294,0.9803921568627451
53,13.0,1,2,4,4,0.0,193912.20871,0,0,0.0,1,1,1,4005945.5696,0.9803921568627451
53,13.0,1,2,4,4,0.0,193912.20871,0,0,0.0,1,1,1,4022962.7286,0.9803921568627451
53,13.0,1,2,4,4,0.0,193912.20871,0,0,0.0,1,1,1,4005945.5696,0.9803921568627451
91,14.0,1,0,2,1,697006.66132,17236.640775,0,0,319.07172996,1,1,1,105680237.99,0.9143254685775324
91,14.0,1,0,2,1,697006.66132,17236.640775,0,0,319.07172996,1,1,1,105679939.12,0.9143776745550153
91,14.0,1,0,2,1,697006.66132,17236.640775,0,0,319.07172996,1,1,1,105690500.4,0.9143906805304447
91,14.0,1,0,2,1,695929.37127,17236.640775,0,0,319.07172996,1,1,1,105679524.33,0.9144315588630406
91,14.0,1,0,2,1,697006.66132,17236.640775,0,0,319.07172996,1,1,1,87003108.38,0.914446238791868
81,13.0,1,0,2,1,2585496.1162,323187.01452,0,0,0.0,0,1,1,51998056.259,0.8487420430424047
81,13.0,1,0,2,1,2919456.0312,323187.01452,0,0,0.0,0,1,1,42436540.084,0.7920833333343683
81,13.0,1,0,2,1,2919456.0312,323187.01452,0,0,0.0,0,1,1,45616621.66,0.8151167098919075
81,13.0,1,0,2,1,2736316.723,323187.01452,0,0,0.0,0,1,1,43489476.793,0.8003201280532681
81,13.0,1,0,2,1,2822499.9268,323187.01452,0,0,0.0,0,1,1,46680194.093,0.8217220435852792
47,10.0,1,0,1,1,86183.203873,86183.203873,0,0,36055.105485,0,0,1,790766.10408,0.8628158844760564
47,10.0,1,0,1,1,86183.203873,86183.203873,0,0,23930.379747,0,0,1,1006777.6653,0.8984962406010519
47,10.0,1,0,1,1,86183.203873,86183.203873,0,0,29886.385373,0,0,1,519236.06188,0.8462282398443377
47,10.0,1,0,1,1,86183.203873,86183.203873,0,0,22760.45007,0,0,1,736311.1955,0.8763144717077264
47,10.0,1,0,1,1,86183.203873,86183.203873,0,0,16591.729958,0,0,1,1270330.9142,0.9132420091316359
74,9.0,2,0,2,1,502555.80758,237003.81065,0,0,0.0,0,0,1,3120734.2335,0.5175983436878316
74,9.0,2,0,2,1,502555.80758,237003.81065,0,0,0.0,0,0,1,3120734.2335,0.5175983436878316
74,9.0,2,0,2,1,502555.80758,237003.81065,0,0,0.0,0,0,1,3120734.2335,0.5175983436878316
74,9.0,2,0,2,1,502555.80758,237003.81065,0,0,0.0,0,0,1,3120734.2335,0.5175983436878316
74,9.0,2,0,2,1,502555.80758,237003.81065,0,0,0.0,0,0,1,3120734.2335,0.5175983436878316
55,12.0,1,3,1,1,255317.74147,213303.42959,0,0,54242.194093,0,1,1,1606738.8748,0.6125949522181865
55,12.0,1,3,1,1,257472.32157,213303.42959,0,0,53178.62166,0,1,1,1605675.3024,0.6133464180573713
55,12.0,1,3,1,1,254240.45142,214380.71963,0,0,54242.194093,0,1,1,1605675.3024,0.6125949522181865
55,12.0,1,3,1,1,247776.71113,214380.71963,0,0,54242.194093,0,1,1,1606738.8748,0.6125949522181865
55,12.0,1,3,1,1,252085.87133,214380.71963,0,0,53178.62166,0,1,1,1604611.73,0.6133464180573713
61,8.0,1,0,3,4,60328.242711,59250.952663,0,0,121885.40084,0,1,1,2838302.5738,0.8712319219354502
61,8.0,1,0,3,4,60328.242711,59250.952663,0,0,121885.40084,0,1,1,2843567.2574,0.8675284115552238
61,8.0,1,0,3,4,60328.242711,59250.952663,0,0,121885.40084,0,1,1,2816658.8748,0.8785030308365884
61,8.0,1,0,3,4,60328.242711,59250.952663,0,0,121885.40084,0,1,1,2843407.7215,0.8713837574069904
61,8.0,1,0,3,4,60328.242711,59250.952663,0,0,121885.40084,0,1,1,2839047.0745,0.8722197993921642
72,13.0,1,0,2,1,6614560.8972,1454341.5654,0,0,0.0,1,0,1,152183388.75,0.0035358405656742585
72,13.0,1,0,2,1,6765381.504,1206564.8542,0,0,0.0,1,0,1,138568598.03,0.0035245113745015198
