AGE,EDUC,MARRIED,KIDS,OCCAT1,OCCAT2,INCOME,WAGEINC,YESFINRISK,NOFINRISK,SAVING,HSTOCKS,HBROK,HOUSECL,NETWORTH,RiskTolerance
60,12.0,1,0,2,2,488124.45219,86926.272308,0,0,0.0,1,1,1,5046531.3389,0.8860759493681186
70,9.0,1,0,3,4,49035.333097,0.0,0,0,0.0,1,0,1,1768054.0227,0.8043478260853643
70,9.0,1,0,3,4,50149.772485,0.0,0,0,0.0,1,0,1,1985491.7223,0.863636363635172
70,9.0,1,0,3,4,50149.772485,0.0,0,0,0.0,1,0,1,1834493.3198,0.8330241187365457
70,9.0,1,0,3,4,50149.772485,0.0,0,0,0.0,1,0,1,1818569.8519,0.7862232779106275
70,9.0,1,0,3,4,50149.772485,0.0,0,0,0.0,1,0,1,1965724.6587,0.85245901639217
42,13.0,1,2,1,2,200599.08994,200599.08994,0,0,7247.9233227,0,0,1,224465.98896,0.27649769585230255
42,13.0,1,2,1,2,200599.08994,200599.08994,0,0,7247.9233227,0,0,1,222357.50218,0.2793296089382159
42,13.0,1,2,1,2,200599.08994,200599.08994,0,0,7247.9233227,0,0,1,235239.03863,0.1999999999981788
42,13.0,1,2,1,2,200599.08994,200599.08994,0,0,7247.9233227,0,0,1,239456.0122,0.2255639097739728
42,13.0,1,2,1,2,200599.08994,200599.08994,0,0,7247.9233227,0,0,1,221610.74644,0.2803738317749851
75,3.0,2,0,2,2,369993.877,0.0,0,1,54908.51002,0,1,1,20587396.747,0.6060606060606061
75,3.0,2,0,2,2,368879.43761,0.0,0,1,54908.51002,0,1,1,20587396.747,0.6060606060606061
75,3.0,2,0,2,2,368879.43761,0.0,0,1,54908.51002,0,1,1,20587396.747,0.6060606060606061
75,3.0,2,0,2,2,369993.877,0.0,0,1,54908.51002,0,1,1,20587396.747,0.6060606060606061
75,3.0,2,0,2,2,369993.877,0.0,0,1,54908.51002,0,1,1,20589593.087,0.6060606060606061
64,13.0,1,0,2,1,2663510.1387,1537926.3562,0,0,0.0,1,1,1,34076221.319,0.947867298577381
64,13.0,1,0,2,1,4089992.556,2964408.7736,0,0,0.0,1,1,1,39508869.3,0.947867298577381
64,13.0,1,0,2,1,4647212.2503,3532772.8617,0,0,0.0,1,1,1,42848404.879,0.947867298577381
64,13.0,1,0,2,1,3655361.1945,2540921.8059,0,0,0.0,1,1,1,39608802.788,0.947867298577381
64,13.0,1,0,2,1,2418333.4732,1303894.0846,0,0,0.0,1,1,1,34941579.437,0.947867298577381
65,14.0,1,0,2,1,271923.21081,0.0,0,0,147154.80685,1,1,1,9385841.0688,0.9625964773396626
65,14.0,1,0,2,1,271923.21081,0.0,0,0,154841.99826,1,1,1,9584280.424,0.9624808575799256
65,14.0,1,0,2,1,297555.31675,0.0,0,0,151547.48766,1,1,1,10166310.63,0.9645800455904441
65,14.0,1,0,2,1,271923.21081,0.0,0,0,172412.72146,1,1,1,9818300.4938,0.9591147786944552
65,14.0,1,0,2,1,271923.21081,0.0,0,0,159234.67906,1,1,1,9686629.8867,0.95966029724046
74,13.0,1,0,3,4,1794247.4156,557219.69428,0,0,971880.62736,1,1,1,37010377.252,0.9229466553740956
74,13.0,1,0,3,4,1783103.0217,557219.69428,0,0,971880.62736,1,1,1,37009992.893,0.9229466553740956
74,13.0,1,0,3,4,1783103.0217,557219.69428,0,0,971880.62736,1,1,1,37009136.32,0.9229466553740956
74,13.0,1,0,3,4,1783103.0217,557219.69428,0,0,971880.62736,1,1,1,37013627.836,0.9229466553740956
74,13.0,1,0,3,4,1794247.4156,557219.69428,0,0,971880.62736,1,1,1,37012277.087,0.9229466553740956
81,12.0,1,0,2,1,577279.60327,0.0,0,0,0.0,1,1,1,75753427.679,0.9702315325250461
81,12.0,1,0,2,1,577279.60327,0.0,0,0,0.0,1,1,1,76731897.328,0.9702315325250461
81,12.0,1,0,2,1,577279.60327,0.0,0,0,0.0,1,1,1,75337221.173,0.9702315325250461
81,12.0,1,0,2,1,577279.60327,0.0,0,0,0.0,1,1,1,75336123.003,0.9702315325250461
81,12.0,1,0,2,1,577279.60327,0.0,0,0,0.0,1,1,1,75336123.003,0.9702315325250461
81,13.0,1,1,2,2,6301040.3029,0.0,0,0,0.0,1,1,1,25397382.225,0.9932952570151786
81,13.0,1,1,2,2,4773143.9012,0.0,0,0,0.0,1,1,1,27690361.603,0.9939122872406749
81,13.0,1,1,2,2,5207775.2627,0.0,0,0,0.0,1,1,1,38701714.203,0.9972078181092668
81,13.0,1,1,2,2,4497877.3722,0.0,0,0,0.0,1,1,1,24768130.7,0.9910802775024777
81,13.0,1,1,2,2,7160273.0715,0.0,0,0,0.0,1,1,1,25361142.608,0.9936653831822175
40,9.0,1,2,1,3,102528.42375,92498.469251,0,0,230.61574209,1,0,1,137611.70781,0.4470938897158698
40,9.0,1,2,1,3,102528.42375,92498.469251,0,0,230.61574209,1,0,1,138709.87801,0.4470938897158698
40,9.0,1,2,1,3,103642.86314,92498.469251,0,0,230.61574209,1,0,1,137721.52483,0.4470938897158698
40,9.0,1,2,1,3,102528.42375,92498.469251,0,0,230.61574209,1,0,1,137611.70781,0.4470938897158698
40,9.0,1,2,1,3,102528.42375,92498.469251,0,0,230.61574209,1,0,1,138709.87801,0.4470938897158698
64,14.0,1,0,1,1,178310.30217,133732.72663,0,0,0.0,0,0,1,1429048.8818,0.9892086330935252
64,14.0,1,0,1,1,178310.30217,133732.72663,0,0,0.0,0,0,1,915764.13012,0.984251968503937
64,14.0,1,0,1,1,178310.30217,133732.72663,0,0,0.0,0,0,1,1015587.8013,0.9831460674157304
64,14.0,1,0,1,1,178310.30217,133732.72663,0,0,0.0,0,0,1,1895441.7659,0.9911894273127754
64,14.0,1,0,1,1,178310.30217,133732.72663,0,0,0.0,0,0,1,1276073.7729,0.984251968503937
42,14.0,1,2,2,1,18945.469606,13373.272663,0,1,549.0851002,0,1,1,1110865.0479,0.9932459276916964
42,14.0,1,2,2,1,18945.469606,13373.272663,0,1,549.0851002,0,1,1,1109766.8777,0.9932459276916964
42,14.0,1,2,2,1,18945.469606,13373.272663,0,1,549.0851002,0,1,1,1110865.0479,0.9932459276916964
42,14.0,1,2,2,1,18945.469606,13373.272663,0,1,549.0851002,0,1,1,1110865.0479,0.9932459276916964
42,14.0,1,2,2,1,18945.469606,13373.272663,0,1,549.0851002,0,1,1,1109777.8594,0.9932240051206215
46,8.0,1,3,1,3,327645.18024,314271.90757,0,0,61717.165263,1,0,1,1394764.0081,0.4079412564583425
46,8.0,1,3,1,3,328759.61963,314271.90757,0,0,61717.165263,1,0,1,1502384.6878,0.534530682060401
46,8.0,1,3,1,3,327645.18024,314271.90757,0,0,60618.995062,1,0,1,1445389.6544,0.4799616030716284
46,8.0,1,3,1,3,326530.74085,314271.90757,0,0,61717.165263,1,0,1,1503493.8397,0.534530682060401
46,8.0,1,3,1,3,327645.18024,314271.90757,0,0,61717.165263,1,0,1,1342051.8385,0.32117243529481654
57,13.0,1,4,2,1,151073403.51,0.0,1,0,743461.22568,1,1,1,562788397.42,0.9978387948684968
57,13.0,1,4,2,1,197656969.96,0.0,1,0,886223.35173,1,1,1,344714857.19,0.994197926241602
57,13.0,1,4,2,1,122733209.86,0.0,1,0,810449.6079,1,1,1,601732807.23,0.9975683263257558
57,13.0,1,4,2,1,197656969.96,0.0,1,0,779700.84229,1,1,1,518355442.75,0.9973517728409214
57,13.0,1,4,2,1,136708279.79,0.0,1,0,887321.52193,1,1,1,349104243.48,0.9956788059070613
58,11.0,2,0,1,1,105871.74191,105871.74191,0,0,60399.361022,1,0,1,722595.99187,0.368421052631579
58,11.0,2,0,1,1,105871.74191,105871.74191,0,0,60399.361022,1,0,1,722595.99187,0.368421052631579
58,11.0,2,0,1,1,105871.74191,105871.74191,0,0,60399.361022,1,0,1,722595.99187,0.368421052631579
58,11.0,2,0,1,1,105871.74191,105871.74191,0,0,60399.361022,1,0,1,722705.80889,0.368421052631579
58,11.0,2,0,1,1,105871.74191,105871.74191,0,0,60399.361022,1,0,1,722595.99187,0.368421052631579
51,12.0,1,2,2,1,1883402.5667,78010.757199,0,0,0.0,1,1,1,55972966.396,0.9942188017822292
51,12.0,1,2,2,1,1549070.7501,78010.757199,0,0,0.0,1,1,1,55974064.566,0.9942188017822292
51,12.0,1,2,2,1,1805391.8095,78010.757199,0,0,0.0,1,1,1,55974064.566,0.9942188017822292
51,12.0,1,2,2,1,1693947.8706,78010.757199,0,0,0.0,1,1,1,55974064.566,0.9942188017822292
51,12.0,1,2,2,1,2150868.0199,78010.757199,0,0,0.0,1,1,1,55972856.579,0.9942188017822292
37,14.0,1,1,1,1,1181305.7519,50149.772485,0,0,1427.6212605,1,1,2,1256087.0752,0.028907303912119764
37,14.0,1,1,1,1,1170161.358,50149.772485,0,0,1427.6212605,1,1,2,1254988.905,0.028907303912119764
37,14.0,1,1,1,1,1181305.7519,50149.772485,0,0,1427.6212605,1,1,2,1256087.0752,0.028907303912119764
37,14.0,1,1,1,1,1170161.358,50149.772485,0,0,1427.6212605,1,1,2,1256087.0752,0.028907303912119764
37,14.0,1,1,1,1,1181305.7519,50149.772485,0,0,1427.6212605,1,1,2,1254988.905,0.028907303912119764
34,12.0,1,1,4,4,138190.48418,137076.04479,0,0,4996.6744119,1,0,2,12870.554749,0.3167420814458757
34,12.0,1,1,4,4,137076.04479,138190.48418,0,0,4996.6744119,1,0,2,19789.027011,0.3167420814458757
34,12.0,1,1,4,4,138190.48418,138190.48418,0,0,4996.6744119,1,0,2,19789.027011,0.3167420814458757
34,12.0,1,1,4,4,138190.48418,138190.48418,0,0,4996.6744119,1,0,2,19130.124891,0.3167420814458757
34,12.0,1,1,4,4,137076.04479,137076.04479,0,0,4996.6744119,1,0,2,18690.856811,0.3167420814458757
24,8.0,1,0,1,3,46806.45432,46806.45432,0,1,0.0,1,0,2,15484.199826,0.7312614259571024
24,8.0,1,0,1,3,46806.45432,46806.45432,0,1,0.0,1,0,2,16582.370026,0.7312614259571024
24,8.0,1,0,1,3,46806.45432,46806.45432,0,1,0.0,1,0,2,16911.821086,0.7272727272703191
24,8.0,1,0,1,3,46806.45432,46806.45432,0,1,0.0,1,0,2,17680.540227,0.7181328545755141
24,8.0,1,0,1,3,46806.45432,46806.45432,0,1,0.0,1,0,2,16143.101946,0.7233273056036427
74,9.0,1,0,3,4,12650335.831,0.0,0,0,0.0,1,1,1,272236392.68,0.999348567163986
74,9.0,1,0,3,4,12304146.38,0.0,0,0,0.0,1,1,1,267069501.89,0.9994050798892681
74,9.0,1,0,3,4,11378102.97,0.0,0,0,0.0,1,1,1,232455067.35,0.9993876533234003
74,9.0,1,0,3,4,11976144.579,0.0,0,0,0.0,1,1,1,279052735.11,0.9993518873920031
74,9.0,1,0,3,4,12281590.126,0.0,0,0,0.0,1,1,1,243097544.58,0.9993621764308372
50,12.0,1,3,1,1,1270460.903,1225883.3274,0,0,329451.06012,1,1,1,4436607.6096,0.7633587786227705
50,12.0,1,3,1,1,1270460.903,1225883.3274,0,0,329451.06012,1,1,1,4436607.6096,0.7633587786227705
50,12.0,1,3,1,1,1270460.903,1225883.3274,0,0,329451.06012,1,1,1,4436607.6096,0.7633587786227705
50,12.0,1,3,1,1,1270460.903,1225883.3274,0,0,329451.06012,1,1,1,4436607.6096,0.7633587786227705
50,12.0,1,3,1,1,1270460.903,1225883.3274,0,0,329451.06012,1,1,1,4436607.6096,0.7633587786227705
81,12.0,2,0,3,4,10029.954497,0.0,0,0,0.0,1,1,2,655607.60964,0.9803921568627452
81,12.0,2,0,3,4,10029.954497,0.0,0,0,0.0,1,1,2,655607.60964,0.9803921568627452
81,12.0,2,0,3,4,10029.954497,0.0,0,0,0.0,1,1,2,655607.60964,0.9803921568627452
81,12.0,2,0,3,4,10029.954497,0.0,0,0,0.0,1,1,2,655607.60964,0.9803921568627452
81,12.0,2,0,3,4,10029.954497,0.0,0,0,0.0,1,1,2,655607.60964,0.9803921568627452
49,9.0,1,0,1,1,190569.13544,183882.49911,0,0,38435.957014,0,1,1,2097505.0828,0.04878048780444469
49,9.0,1,0,1,1,191683.57483,184996.9385,0,0,38435.957014,0,1,1,2098603.253,0.04878048780444469
49,9.0,1,0,1,1,190569.13544,184996.9385,0,0,38435.957014,0,1,1,2098603.253,0.04878048780444469
49,9.0,1,0,1,1,191683.57483,183882.49911,0,0,38435.957014,0,1,1,2097505.0828,0.04878048780444469
49,9.0,1,0,1,1,190569.13544,184996.9385,0,0,38435.957014,0,1,1,2098603.253,0.04878048780444469
40,9.0,1,2,2,1,668663.63314,0.0,0,0,0.0,1,1,1,14247330.729,0.9967673316248337
40,9.0,1,2,2,1,668663.63314,0.0,0,0,0.0,1,1,1,14179683.445,0.9070971672243132
40,9.0,1,2,2,1,668663.63314,0.0,0,0,0.0,1,1,1,15024725.414,0.9973626785546796
40,9.0,1,2,2,1,668663.63314,0.0,0,0,0.0,1,1,1,19966930.584,0.998469558954701
40,9.0,1,2,2,1,668663.63314,0.0,0,0,0.0,1,1,1,18429053.035,0.9910610182663343
43,11.0,1,2,1,3,60179.726982,61294.166371,0,0,30748.765611,1,0,1,375574.20854,0.32608695651786607
43,11.0,1,2,1,3,60179.726982,61294.166371,0,0,30748.765611,1,0,1,375464.39152,0.32608695651786607
43,11.0,1,2,1,3,61294.166371,61294.166371,0,0,30748.765611,1,0,1,375684.02556,0.32608695651786607
43,11.0,1,2,1,3,60179.726982,61294.166371,0,0,30748.765611,1,0,1,375574.20854,0.32608695651786607
43,11.0,1,2,1,3,61294.166371,61294.166371,0,0,30748.765611,1,0,1,375574.20854,0.32608695651786607
34,5.0,2,0,2,1,195026.893,90269.590473,0,0,60399.361022,1,1,1,3028753.4127,0.6857142857175564
34,5.0,2,0,2,1,191683.57483,99185.105582,0,0,60399.361022,1,1,1,5927922.7418,0.947867298578199
34,5.0,2,0,2,1,192798.01422,109215.06008,0,0,60399.361022,1,1,1,3023262.5617,0.6826923076911964
34,5.0,2,0,2,1,220658.99894,93612.908639,0,0,60399.361022,1,1,1,3182497.2408,0.7518796992481203
34,5.0,2,0,2,1,227345.63527,106986.1813,0,0,60399.361022,1,1,1,4170850.4211,0.8945686900983005
65,14.0,1,0,1,1,7020968.1479,412342.57377,0,0,0.0,1,1,1,110693359.86,0.9360919035780894
65,14.0,1,0,1,1,5984539.5166,355506.16495,0,0,0.0,1,1,1,117349259.63,0.9374520288216733
65,14.0,1,0,1,1,7600476.63,429059.1646,0,0,0.0,1,1,1,137583265.2,0.9502964347405352
65,14.0,1,0,1,1,7500177.085,414571.45254,0,0,0.0,1,1,1,148340281.59,0.9543992478450612
65,14.0,1,0,1,1,5471897.3978,397854.86172,0,0,0.0,1,1,1,124468697.04,0.9377685741614242
58,14.0,1,1,1,1,835829.54142,698753.49663,0,0,0.0,1,1,1,7070623.7438,0.840837168059063
58,14.0,1,1,1,1,834715.10203,698753.49663,0,0,0.0,1,1,1,7070623.7438,0.840837168059063
58,14.0,1,1,1,1,834715.10203,698753.49663,0,0,0.0,1,1,1,7070634.7255,0.8408345971318576
58,14.0,1,1,1,1,834715.10203,698753.49663,0,0,0.0,1,1,1,7070623.7438,0.8408371680585938
58,14.0,1,1,1,1,835829.54142,698753.49663,0,0,0.0,1,1,1,7069536.5553,0.8408345971318576
52,12.0,1,3,1,2,69095.242091,69095.242091,0,0,0.0,1,1,1,810175.06535,0.41095890411574065
52,12.0,1,3,1,2,69095.242091,69095.242091,0,0,0.0,1,1,1,810284.88237,0.41095890411574065
52,12.0,1,3,1,2,69095.242091,69095.242091,0,0,0.0,1,1,1,810175.06535,0.41095890411574065
52,12.0,1,3,1,2,69095.242091,69095.242091,0,0,0.0,1,1,1,810284.88237,0.41095890411574065
52,12.0,1,3,1,2,69095.242091,69095.242091,0,0,0.0,1,1,1,810284.88237,0.41095890411574065
88,8.0,1,0,3,4,62520.049698,0.0,0,1,0.0,0,1,1,1680310.2236,0.2370021094448807
88,8.0,1,0,3,4,62520.049698,0.0,0,1,0.0,0,1,1,1681298.5768,0.23673772930305997
88,8.0,1,0,3,4,61405.61031,0.0,0,1,0.0,0,1,1,1681408.3938,0.23670839013721354
88,8.0,1,0,3,4,61405.61031,0.0,0,1,0.0,0,1,1,1680200.4066,0.2370315214713583
88,8.0,1,0,3,4,61517.054249,0.0,0,1,0.0,0,1,1,1679102.2364,0.2370315214713583
45,13.0,1,2,1,1,276380.96836,267465.45325,0,0,35141.446413,1,1,1,707770.69416,0.32482598607965424
45,13.0,1,2,1,1,276380.96836,267465.45325,0,0,35042.611095,1,1,1,707671.85884,0.32505224053934356
45,13.0,1,2,1,1,275266.52897,267465.45325,0,0,35152.428115,1,1,1,707781.67586,0.3248008661364201
45,13.0,1,2,1,1,275266.52897,267465.45325,0,0,35185.373221,1,1,1,707814.62097,0.3247255296126802
45,13.0,1,2,1,1,275266.52897,267465.45325,0,0,34998.684287,1,1,1,707627.93204,0.3251528992806675
44,13.0,2,0,4,4,70209.681479,64637.484537,0,0,439.26808016,1,0,2,-57873.56956,0.7058823529443274
44,13.0,2,0,4,4,70209.681479,64637.484537,0,0,439.26808016,1,0,2,-58971.73976,0.7058823529443274
44,13.0,2,0,4,4,70209.681479,64637.484537,0,0,439.26808016,1,0,2,-57873.56956,0.7058823529443274
44,13.0,2,0,4,4,70209.681479,64637.484537,0,0,439.26808016,1,0,2,-57873.56956,0.7058823529443274
44,13.0,2,0,4,4,70209.681479,64637.484537,0,0,439.26808016,1,0,2,-57873.56956,0.7058823529443274
37,13.0,1,1,1,1,80239.635976,83582.954142,0,0,21963.404008,1,1,1,443759.59628,0.16949152542268245
37,13.0,1,1,1,1,82468.514753,83582.954142,0,0,21963.404008,1,1,1,443759.59628,0.16949152542268245
37,13.0,1,1,1,1,75781.878422,83582.954142,0,0,21963.404008,1,1,1,443759.59628,0.16949152542268245
37,13.0,1,1,1,1,75781.878422,83582.954142,0,0,21963.404008,1,1,1,443770.57798,0.16949152542268245
37,13.0,1,1,1,1,73552.999645,83582.954142,0,0,21963.404008,1,1,1,442672.40778,0.17241379310128277
42,12.0,1,2,1,1,225116.75649,225116.75649,1,0,0.0,1,1,1,193277.95527,0.5434782608684894
42,12.0,1,2,1,1,246291.10487,246291.10487,1,0,0.0,1,1,1,183394.42347,0.6097560975596213
42,12.0,1,2,1,1,166051.4689,167165.90828,1,0,0.0,1,1,1,203161.48708,0.5
42,12.0,1,2,1,1,177195.86278,176081.42339,1,0,0.0,1,1,1,204259.65728,0.5
42,12.0,1,2,1,1,149334.87807,149334.87807,1,0,0.0,1,1,1,202063.31687,0.5050505050486468
54,12.0,1,2,3,4,21731568.077,0.0,0,0,0.0,1,1,1,130599891.08,0.8465550670449778
54,12.0,1,2,3,4,17541275.976,0.0,0,0,0.0,1,1,1,137877465.0,0.8516556291422445
54,12.0,1,2,3,4,21787290.046,0.0,0,0,0.0,1,1,1,130424183.85,0.8573412501617852
54,12.0,1,2,3,4,17875607.793,0.0,0,0,0.0,1,1,1,134918994.48,0.8641311651646825
54,12.0,1,2,3,4,25108319.424,0.0,0,0,0.0,1,1,1,127339423.76,0.8446063854972083
39,11.0,2,2,1,1,76896.317811,72438.560256,0,0,21.963404008,1,0,1,109103.20941,0.08038585208989094
39,11.0,2,2,1,1,75781.878422,72438.560256,0,0,21.963404008,1,0,1,109004.37409,0.08038585208989094
39,11.0,2,2,1,1,76896.317811,72438.560256,0,0,21.963404008,1,0,1,107895.22219,0.08038585208989094
39,11.0,2,2,1,1,75781.878422,72438.560256,0,0,21.963404008,1,0,1,107895.22219,0.08038585208989094
39,11.0,2,2,1,1,74667.439034,72438.560256,0,0,21.963404008,1,0,1,109103.20941,0.08038585208989094
93,8.0,1,0,3,4,24695.976851,0.0,0,0,1515.4748766,1,1,1,170370.12489,0.6526674233796453
93,8.0,1,0,3,4,38046.960725,0.0,0,0,131780.42405,1,1,1,475222.17252,0.3835826620627257
93,8.0,1,0,3,4,51498.244145,0.0,0,0,8455.9105431,1,1,1,154809.05315,0.19367028814508067
93,8.0,1,0,3,4,53704.834135,0.0,0,0,1888.8527447,1,1,1,220820.0639,0.8243110236225517
93,8.0,1,0,3,4,34670.209378,0.0,0,0,2602.663375,1,1,1,227420.0668,0.6078678747594034
55,12.0,2,0,1,2,103642.86314,33433.181657,0,0,0.0,1,1,2,933554.48737,0.8950948800571985
55,12.0,2,0,1,2,103642.86314,33433.181657,0,0,0.0,1,1,2,942779.11705,0.8936550491510278
55,12.0,2,0,1,2,103642.86314,33433.181657,0,0,0.0,1,1,2,938386.43625,0.8936550491510278
55,12.0,2,0,1,2,103642.86314,33433.181657,0,0,0.0,1,1,2,943328.20215,0.8944543828264759
55,12.0,2,0,1,2,103642.86314,33433.181657,0,0,0.0,1,1,2,934762.47459,0.8949346697690778
39,12.0,1,1,1,1,885979.31391,894894.82901,0,0,27454.25501,1,1,1,4266940.3137,0.7755102040816326
39,12.0,1,1,1,1,885979.31391,896009.2684,0,0,27454.25501,1,1,1,4266940.3137,0.7755102040816326
39,12.0,1,1,1,1,884864.87452,896009.2684,0,0,27454.25501,1,1,1,4266940.3137,0.7755102040816326
39,12.0,1,1,1,1,884864.87452,894894.82901,0,0,27454.25501,1,1,1,4266940.3137,0.7755102040816326
39,12.0,1,1,1,1,885979.31391,896009.2684,0,0,27454.25501,1,1,1,4265842.1435,0.7755102040816326
58,14.0,1,2,1,1,3577350.4373,618513.86065,0,0,0.0,1,1,1,36803966.279,0.9090909090909091
58,14.0,1,2,1,1,3566206.0434,618513.86065,0,0,0.0,1,1,1,36803966.279,0.9090909090909091
58,14.0,1,2,1,1,3566206.0434,618513.86065,0,0,0.0,1,1,1,36803966.279,0.9090909090909091
58,14.0,1,2,1,1,3577350.4373,618513.86065,0,0,0.0,1,1,1,36803966.279,0.9090909090909091
58,14.0,1,2,1,1,3566206.0434,618513.86065,0,0,0.0,1,1,1,36803966.279,0.9090909090909091
38,13.0,1,3,2,2,1038657.5101,0.0,0,0,329451.06012,1,1,1,47817625.036,0.9885628158523938
38,13.0,1,3,2,2,1038657.5101,0.0,0,0,287720.59251,1,1,1,46449304.967,0.9897474590564955
38,13.0,1,3,2,2,931671.32884,0.0,0,0,329451.06012,1,1,1,46040785.652,0.9890670392300126
38,13.0,1,3,2,2,1008567.6466,0.0,0,0,273444.3799,1,1,1,48259089.457,0.9901429713168921
38,13.0,1,3,2,2,1037543.0708,0.0,0,0,314076.67732,1,1,1,49209006.68,0.9891767210788155
56,8.0,1,0,1,2,161593.71134,133732.72663,0,0,8785.3616033,1,1,1,1004825.7334,0.3312101910874204
56,8.0,1,0,1,2,161593.71134,133732.72663,0,0,8785.3616033,1,1,1,1003727.5632,0.3312101910874204
56,8.0,1,0,1,2,161593.71134,133732.72663,0,0,8785.3616033,1,1,1,1004825.7334,0.3312101910874204
56,8.0,1,0,1,2,161593.71134,133732.72663,0,0,8785.3616033,1,1,1,1004825.7334,0.3312101910874204
56,8.0,1,0,1,2,161593.71134,133732.72663,0,0,8785.3616033,1,1,1,1004825.7334,0.3312101910874204
70,8.0,1,0,3,4,74221.663278,0.0,0,0,16472.553006,0,0,1,198494.26372,0.5936073059426233
70,8.0,1,0,3,4,67646.470886,0.0,0,0,1317.8042405,0,0,1,192344.5106,0.5535055350523748
49,13.0,2,0,1,1,1237027.7213,1125583.7824,0,0,0.0,1,1,1,5098804.2405,0.8593155893508213
49,13.0,2,0,1,1,1237027.7213,1125583.7824,0,0,0.0,1,1,1,5098804.2405,0.8593155893508213
49,13.0,2,0,1,1,1237027.7213,1125583.7824,0,0,0.0,1,1,1,5098804.2405,0.8593155893508213
49,13.0,2,0,1,1,1237027.7213,1125583.7824,0,0,0.0,1,1,1,5098804.2405,0.8593155893508213
49,13.0,2,0,1,1,1237027.7213,1125583.7824,0,0,0.0,1,1,1,5098804.2405,0.8593155893508213
54,14.0,1,1,2,1,2017135.2933,0.0,0,0,10981.702004,1,1,1,7161936.596,0.5555555555532297
54,14.0,1,1,2,1,2017135.2933,0.0,0,0,10981.702004,1,1,1,7160728.6088,0.5555555555532297
54,14.0,1,1,2,1,2017135.2933,0.0,0,0,10981.702004,1,1,1,7160728.6088,0.5555555555532297
54,14.0,1,1,2,1,2017135.2933,0.0,0,0,10981.702004,1,1,1,7160838.4258,0.5555555555532297
54,14.0,1,1,2,1,2017135.2933,0.0,0,0,10981.702004,1,1,1,7160728.6088,0.5555555555532297
56,13.0,1,2,2,1,10386575.101,178310.30217,0,0,0.0,1,1,1,44646878.217,0.9924835909376905
56,13.0,1,2,2,1,11378426.157,148220.43868,0,0,0.0,1,1,1,47158393.465,0.9914995439102957
56,13.0,1,2,2,1,11367281.763,161593.71134,0,0,0.0,1,1,1,43630192.245,0.9931933151469272
56,13.0,1,2,2,1,11367281.763,184996.9385,0,0,0.0,1,1,1,45046172.902,0.9929040457531908
56,13.0,1,2,2,1,9773633.4377,172738.10523,0,0,0.0,1,1,1,44986981.528,0.9920438086544778
35,13.0,1,2,1,1,140419.36296,139304.92357,0,0,25806.99971,1,1,1,212166.48272,0.4882812499954842
35,13.0,1,2,1,1,140419.36296,139304.92357,0,0,24818.646529,1,1,1,211068.31252,0.4980079681282127
35,13.0,1,2,1,1,140419.36296,139304.92357,0,0,25806.99971,1,1,1,212056.6657,0.4892367906017714
35,13.0,1,2,1,1,139304.92357,139304.92357,0,0,25806.99971,1,1,1,212056.6657,0.4892367906017714
35,13.0,1,2,1,1,140419.36296,139304.92357,0,0,25257.914609,1,1,1,211551.50741,0.4936808846784179
89,13.0,2,0,3,4,99185.105582,0.0,0,0,1317804.2405,1,1,1,4847323.2646,0.24390243902114
89,13.0,2,0,3,4,94727.348028,0.0,0,0,1317804.2405,1,1,1,4078604.1243,0.2941176470556726
89,13.0,2,0,3,4,88040.711696,0.0,0,0,1317804.2405,1,1,1,4847323.2646,0.24390243902114
89,13.0,2,0,3,4,92498.469251,0.0,0,0,1317804.2405,1,1,1,4847323.2646,0.24390243902114
89,13.0,2,0,3,4,86926.272308,0.0,0,0,1317804.2405,1,1,1,4847323.2646,0.24390243902114
57,8.0,1,1,2,3,448004.6342,12258.833274,0,0,21414.318908,0,0,1,20646478.304,0.8054421768707214
57,8.0,1,1,2,3,446890.19481,12258.833274,0,0,21414.318908,0,0,1,21417064.333,0.8054421768707214
57,8.0,1,1,2,3,448004.6342,12258.833274,0,0,21414.318908,0,0,1,20093000.523,0.8054421768707214
57,8.0,1,1,2,3,448004.6342,12258.833274,0,0,21414.318908,0,0,1,19848877.287,0.8054421768707214
57,8.0,1,1,2,3,448004.6342,12258.833274,0,0,21414.318908,0,0,1,20112767.586,0.8054421768707214
35,12.0,1,1,1,1,635230.45148,612941.66371,0,1,16472.553006,1,1,1,1705458.3212,0.920245398773006
35,12.0,1,1,1,1,635230.45148,612941.66371,0,1,16472.553006,1,1,1,1705458.3212,0.920245398773006
35,12.0,1,1,1,1,635230.45148,612941.66371,0,1,16472.553006,1,1,1,1704360.151,0.920245398773006
35,12.0,1,1,1,1,635230.45148,612941.66371,0,1,16472.553006,1,1,1,1704360.151,0.920245398773006
35,12.0,1,1,1,1,635230.45148,612941.66371,0,1,16472.553006,1,1,1,1705458.3212,0.920245398773006
56,13.0,1,0,1,1,1147872.5702,1114439.3886,0,0,0.0,1,1,1,8236276.503,0.6211180124220089
56,13.0,1,0,1,1,1147872.5702,1114439.3886,0,0,0.0,1,1,1,8237374.6733,0.6211180124220089
56,13.0,1,0,1,1,1159016.9641,1114439.3886,0,0,0.0,1,1,1,8236276.503,0.6211180124220089
56,13.0,1,0,1,1,1147872.5702,1114439.3886,0,0,0.0,1,1,1,8236276.503,0.6211180124220089
